"","rowid","source","doi","article","tech.a1","tech.a2","tech.a3","tech.a4","tech.a5","tech.a6","tech.1","tech.2","tech.3","tech.4","tech.5","tech.6","tech.7","tech.8","tech.9","tech.10","tech.11","tech.12","risk.b1","risk.13","risk.14","risk.15","risk.16","risk.17","risk.18","risk.19","risk.20","technical.quality","risk.quality","total.quality","score.source","tech.tier.zero","tech.tier.zero.criteria.failure","risk.tier.zero","risk.tier.zero.criteria.failure","authors","year","genus","species","organism.group","environment","life.stage","invitro.invivo","sex","body.length.cm","body.size.source","max.size.ingest.mm","ingest.size.source","exposure.route","leachate.only","mix","type","negative.control","reference.material","exposure.media","solvent","detergent","media.sal.ppt","media.ph","media.temp","media.temp.min","media.temp.max","exposure.duration.d","treatments","replicates","dosing.frequency","sample.size","dose.particles.mL.nominal","dose.particles.mL.min.nominal","dose.particles.mL.max.nominal","dose.mg.L.nominal","dose.mg.kg.sed.nominal","dose.mg.kg.food.nominal","dose.particles.kg.food.nominal","dose.percent.sed.nominal","dose.particles.m2.nominal","dose.mg.m2.nominal","dose.percent.food.nominal","dose.particles.kg.sed.nominal","chem.add.nominal","chem.add.dose.mg.L.nominal","chem.exp.typ.nominal","dose.particles.mL.measured","dose.mg.L.measured","dose.mg.kg.sed.measured","dose.mg.kg.food.measured","dose.particles.kg.food.measured","dose.particles.kg.food.min.measured","dose.particles.kg.food.max.measured","dose.percent.sed.measured","dose.particles.m2.measured","chem.add.dose.mg.L.measured","dose.particles.mL.master","dose.particles.mL.master.converted.reported","dose.mg.L.master","dose.mg.L.master.converted.reported","effect","effect.metric","af.time","acute.chronic","af.noec","direction","stat.clarity","lvl1","lvl2","lvl3","effect.score","bio.org","target.cell.tissue","polymer","density.g.cm3","density.mg.um.3","density.reported.estimated","shape","charge","zetapotential.mV","zetapotential.media","functional.group","size.length.mm.nominal","size.length.min.mm.nominal","size.length.max.mm.nominal","size.length.mm.measured","size.length.min.mm.measured","size.length.max.mm.measured","size.width.mm.nominal","size.width.min.mm.nominal","size.width.max.mm.nominal","size.width.mm.measured","size.width.min.mm.measured","size.width.max.mm.measured","size.height.mm.nominal","size.height.min.mm.nominal","size.height.max.mm.nominal","size.height.mm.measured","size.height.min.mm.measured","size.height.max.mm.measured","csf","csf.calculated.estimated","size.length.um.used.for.conversions","size.width.um.used.for.conversions","particle.surface.area.um2","particle.volume.um3","mass.per.particle.mg","size.category","weather.biofoul","size.valid","size.valid.method","size.valid.media","shape.valid","shape.valid.method","polymer.valid","polymer.valid.method","particle.source","supplier.part","sodium.azide","contaminant.screen","sol.rinse","clean.method","background.plastics","concentration.valid","particle.behavior","uptake.valid","uptake.valid.method","tissue.distribution","fed","curator","effect_f","size_f","shape_f","poly_f","org_f","lvl1_f","lvl2_f","lvl3_f","bio_f","vivo_f","life_f","env_f","species_f","af.time_noNA","acute.chronic_f","tier_zero_tech_f","tier_zero_risk_f","weather.biofoul_f","treatment_range","max.size.ingest.um","exp_type_f","polydispersity","size.length.min.um.used.for.conversions","size.width.min.um.used.for.conversions","size.height.min.um.used.for.conversions","size.length.max.um.used.for.conversions","size.width.max.um.used.for.conversions","size.height.max.um.used.for.conversions","particle.surface.area.um2.min","particle.surface.area.um2.max","particle.volume.um3.min","particle.volume.um3.max","mass.per.particle.mg.min","mass.per.particle.mg.max","dose.um3.mL.master","dose.um2.mL.master","dose.um2.ug.mL.master","environment.noNA","Species","Group","chem.exp.typ.nominal_f","alpha","a.sa","a.v","a.m","a.ssa","R.ave","p.ave","x2M","EC_mono_p.particles.mL","mu.p.mono","mu.p.poly","EC_poly_p.particles.mL","CF_bio","EC_env_p.particles.mL","x_LL_sa","x_UL_sa","mu.sa.poly","mu.sa.mono","EC_poly_sa.particles.mL","EC_env_sa.particles.mL","x_LL_v","x_UL_v","mu.v.poly","mu.v.mono","EC_poly_v.particles.mL","EC_env_v.particles.mL","x_LL_m","x_UL_m","mu.m.poly","mu.m.mono","EC_poly_m.particles.mL","EC_env_m.particles.mL","mu.ssa.mono","x_LL_ssa","x_UL_ssa","mu.ssa.inverse.poly","mu.ssa.poly","EC_poly_ssa.particles.mL","EC_env_ssa.particles.mL"
"368",5705,"Workshop","10.1016/j.envpol.2019.113024",163,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,"P",2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",5.5013,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5013,"reported",0.02,"reported","Y","LOEC",1,"chronic",2,"increase","Clear","fitness","sexhormones","gtha.mrnaexpression",1,"subcell","brain","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","gtha mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880.47394420828,1728.28436674502,3086222083473.25,"Marine","Oryzias melastigma","Fish","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,2769.39075388703,5.5013,1,6.51061493801223,0.844973946758954,1.00009716397427,0.845056047785775,3.14159265358979,24094523.8605835,8700.29764733099,314.1592654,0.198646579324238,0.198665880615361,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.0379341431480979,0.0379378289802067,3.85892297615946e-07,8196.31845472053,1.91331448210144,0.00056,0.000247335914292706,0.000247359946433118,560998.688214286,1.22833333333333e-07,0.000340173497602456,1.03437889781635e-06,966763.728563176,0.490373521749672,0.490421168389922
"369",5708,"Workshop","10.1016/j.envpol.2019.113024",163,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,"P",2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",5.5013,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5013,"reported",0.02,"reported","N","NOEC",1,"chronic",1,NA,"Clear","fitness","sexhormones","era.mrnaexpression",1,"subcell","brain","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","No","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","Estrogen Receptor a mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880.47394420828,1728.28436674502,3086222083473.25,"Marine","Oryzias melastigma","Fish","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,2769.39075388703,5.5013,1,6.51061493801223,0.844973946758954,1.00009716397427,0.845056047785775,3.14159265358979,24094523.8605835,8700.29764733099,314.1592654,0.198646579324238,0.198665880615361,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.0379341431480979,0.0379378289802067,3.85892297615946e-07,8196.31845472053,1.91331448210144,0.00056,0.000247335914292706,0.000247359946433118,560998.688214286,1.22833333333333e-07,0.000340173497602456,1.03437889781635e-06,966763.728563176,0.490373521749672,0.490421168389922
"370",5709,"Workshop","10.1016/j.envpol.2019.113024",163,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,"P",2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",50.0987,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0987,"reported",0.2,"reported","Y","LOEC",1,"chronic",2,"decrease","Clear","fitness","sexhormones","era.mrnaexpression",1,"subcell","brain","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","Estrogen Receptor a mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26231.6179791517,15738.970789495,28105304981241,"Marine","Oryzias melastigma","Fish","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,2769.39075388703,50.0987,1,6.51061493801223,7.69492597504096,1.00009716397427,7.6956736446304,3.14159265358979,24094523.8605835,8700.29764733099,314.1592654,1.80901521160293,1.80919098271041,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.345454939256833,0.345488505031662,3.85892297615946e-07,8196.31845472053,1.91331448210144,0.00056,0.00225241447828259,0.002252633331825,560998.688214286,1.22833333333333e-07,0.000340173497602456,1.03437889781635e-06,966763.728563176,4.46568555688298,4.46611946063952
"371",5716,"Workshop","10.1016/j.envpol.2019.113024",163,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,"P",2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",0.5787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5787,"reported",0.002,"reported","N","NOEC",1,"chronic",1,NA,"Clear","fitness","sexhormones","arb.mrnaexpression",1,"subcell","brain","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","No","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","Androgen Receptor ß mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.00661143972,181.80396688698,324649940869.607,"Marine","Oryzias melastigma","Fish","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,2769.39075388703,0.5787,1,6.51061493801223,0.0888856130349929,1.00009716397427,0.0888942495144108,3.14159265358979,24094523.8605835,8700.29764733099,314.1592654,0.0208962927771503,0.020898323144004,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.00399041838107434,0.00399080610598325,3.85892297615946e-07,8196.31845472053,1.91331448210144,0.00056,2.60180854709231e-05,2.60206134915103e-05,560998.688214286,1.22833333333333e-07,0.000340173497602456,1.03437889781635e-06,966763.728563176,0.0515840177842574,0.0515890298924341
"372",5717,"Workshop","10.1016/j.envpol.2019.113024",163,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,"P",2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",5.5013,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5013,"reported",0.02,"reported","Y","LOEC",1,"chronic",2,"increase","Clear","fitness","sexhormones","arb.mrnaexpression",1,"subcell","brain","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","Androgen Receptor ß mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880.47394420828,1728.28436674502,3086222083473.25,"Marine","Oryzias melastigma","Fish","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,2769.39075388703,5.5013,1,6.51061493801223,0.844973946758954,1.00009716397427,0.845056047785775,3.14159265358979,24094523.8605835,8700.29764733099,314.1592654,0.198646579324238,0.198665880615361,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.0379341431480979,0.0379378289802067,3.85892297615946e-07,8196.31845472053,1.91331448210144,0.00056,0.000247335914292706,0.000247359946433118,560998.688214286,1.22833333333333e-07,0.000340173497602456,1.03437889781635e-06,966763.728563176,0.490373521749672,0.490421168389922
"373",5719,"Workshop","10.1016/j.envpol.2019.113024",163,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,"P",2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",0.5787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5787,"reported",0.002,"reported","Y","LOEC",1,"chronic",2,"increase","Clear","fitness","sexhormones","star.mrnaexpression",1,"subcell","testis","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","star mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.00661143972,181.80396688698,324649940869.607,"Marine","Oryzias melastigma","Fish","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,2769.39075388703,0.5787,1,6.51061493801223,0.0888856130349929,1.00009716397427,0.0888942495144108,3.14159265358979,24094523.8605835,8700.29764733099,314.1592654,0.0208962927771503,0.020898323144004,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.00399041838107434,0.00399080610598325,3.85892297615946e-07,8196.31845472053,1.91331448210144,0.00056,2.60180854709231e-05,2.60206134915103e-05,560998.688214286,1.22833333333333e-07,0.000340173497602456,1.03437889781635e-06,966763.728563176,0.0515840177842574,0.0515890298924341
"374",5725,"Workshop","10.1016/j.envpol.2019.113024",163,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,"P",2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.002,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",0.5787,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.5787,"reported",0.002,"reported","N","NOEC",1,"chronic",1,NA,"Clear","fitness","sexhormones","11bhsd.mrnaexpression",1,"subcell","testis","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","No","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","11ß HSD mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,303.00661143972,181.80396688698,324649940869.607,"Marine","Oryzias melastigma","Fish","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,2769.39075388703,0.5787,1,6.51061493801223,0.0888856130349929,1.00009716397427,0.0888942495144108,3.14159265358979,24094523.8605835,8700.29764733099,314.1592654,0.0208962927771503,0.020898323144004,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.00399041838107434,0.00399080610598325,3.85892297615946e-07,8196.31845472053,1.91331448210144,0.00056,2.60180854709231e-05,2.60206134915103e-05,560998.688214286,1.22833333333333e-07,0.000340173497602456,1.03437889781635e-06,966763.728563176,0.0515840177842574,0.0515890298924341
"375",5726,"Workshop","10.1016/j.envpol.2019.113024",163,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,"P",2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",5.5013,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5013,"reported",0.02,"reported","Y","LOEC",1,"chronic",2,"increase","Clear","fitness","sexhormones","11bhsd.mrnaexpression",1,"subcell","testis","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","11ß HSD mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880.47394420828,1728.28436674502,3086222083473.25,"Marine","Oryzias melastigma","Fish","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,2769.39075388703,5.5013,1,6.51061493801223,0.844973946758954,1.00009716397427,0.845056047785775,3.14159265358979,24094523.8605835,8700.29764733099,314.1592654,0.198646579324238,0.198665880615361,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.0379341431480979,0.0379378289802067,3.85892297615946e-07,8196.31845472053,1.91331448210144,0.00056,0.000247335914292706,0.000247359946433118,560998.688214286,1.22833333333333e-07,0.000340173497602456,1.03437889781635e-06,966763.728563176,0.490373521749672,0.490421168389922
"376",5729,"Workshop","10.1016/j.envpol.2019.113024",163,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,"P",2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",5.5013,NA,NA,NA,NA,NA,NA,NA,NA,NA,5.5013,"reported",0.02,"reported","N","NOEC",1,"chronic",1,NA,"Clear","fitness","sexhormones","17bhsd.mrnaexpression",1,"subcell","testis","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","No","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","17ß HSD mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,2880.47394420828,1728.28436674502,3086222083473.25,"Marine","Oryzias melastigma","Fish","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,2769.39075388703,5.5013,1,6.51061493801223,0.844973946758954,1.00009716397427,0.845056047785775,3.14159265358979,24094523.8605835,8700.29764733099,314.1592654,0.198646579324238,0.198665880615361,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.0379341431480979,0.0379378289802067,3.85892297615946e-07,8196.31845472053,1.91331448210144,0.00056,0.000247335914292706,0.000247359946433118,560998.688214286,1.22833333333333e-07,0.000340173497602456,1.03437889781635e-06,966763.728563176,0.490373521749672,0.490421168389922
"377",5730,"Workshop","10.1016/j.envpol.2019.113024",163,2,2,2,2,2,2,1,2,1,1,2,0,1,0,2,1,2,2,"P",2,2,0,0,2,0,0,1,15,7,22,"EM,LH","Pass",NA,"Pass",NA,"Wang",2019,"Oryzias","melastigma","Fish","Marine","Adult","invivo","M",4,"fishbase.org",2.76939075388703,NA,"water","N","N","Lab","Y","N","seawater",NA,NA,NA,NA,27,NA,NA,60,3,3,0,20,NA,NA,NA,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,"Particle Only",50.0987,NA,NA,NA,NA,NA,NA,NA,NA,NA,50.0987,"reported",0.2,"reported","Y","LOEC",1,"chronic",2,"increase","Clear","fitness","sexhormones","17bhsd.mrnaexpression",1,"subcell","testis","PS",1.07,1.07e-09,"estimated","sphere",NA,NA,NA,NA,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,10,NA,314.1592654,523.5987756,5.6e-07,3,"N","N",NA,NA,"Y","microscopy","N",NA,"commercial","baseline.cromtech","unknown","N","No","Not Cleaned","N","Y","sonicated","Y","dissection h2o2 digestion microscopy","liver,gills,gut","Y","SK,LTH","Yes","1µm < 100µm","Sphere","Polystyrene","Fish","Fitness","Sex Hormones","17ß HSD mRNA expression","Subcell","In Vivo","Adult","Marine","Oryzias melastigma","1","Chronic","Red Criteria Passed","Red Criteria Passed","No","3",2769.39075388703,"Particle Only","monodisperse",NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,26231.6179791517,15738.970789495,28105304981241,"Marine","Oryzias melastigma","Fish","Particle Only",2.07,1.5,1.48,1.32,1.98,0.77,1.1,2769.39075388703,50.0987,1,6.51061493801223,7.69492597504096,1.00009716397427,7.6956736446304,3.14159265358979,24094523.8605835,8700.29764733099,314.1592654,1.80901521160293,1.80919098271041,0.35081117965086,7451198595.20049,75933.5444315344,523.5987756,0.345454939256833,0.345488505031662,3.85892297615946e-07,8196.31845472053,1.91331448210144,0.00056,0.00225241447828259,0.002252633331825,560998.688214286,1.22833333333333e-07,0.000340173497602456,1.03437889781635e-06,966763.728563176,4.46568555688298,4.46611946063952
